"income","loan_size","collateral_value","city","LTV","PD"
4000,490200,326800,"CA.Los.Angeles",1.5,0.0245034333143849
12000,598400,886800,"IL.Chicago",0.674785746504285,0.0353529126278885
10000,806100,634400,"CA.Los.Angeles",1.27064943253468,0.0634655597831587
14000,488550,325700,"CA.Los.Angeles",1.5,0.0511516635655426
6000,142000,271300,"IL.Chicago",0.523405823811279,0.0250405963372236
8000,611800,854500,"IL.Chicago",0.715974253949678,0.0352608960508076
8000,341600,384100,"IL.Chicago",0.889351731319969,0.0475761292057463
6000,774000,538700,"CA.Los.Angeles",1.43679227770559,0.043248123204495
14000,341700,353700,"IL.Chicago",0.96607294317218,0.0213875387700763
18000,753200,638400,"CA.Los.Angeles",1.17982456140351,0.00853673517183205
4000,130000,165400,"IL.Chicago",0.785973397823458,0.0205444654908691
12000,402000,269500,"IL.Chicago",1.49165120593692,0.042135112145304
10000,448800,695900,"IL.Chicago",0.644920247161949,0.0329036431153015
10000,766400,517700,"CA.Los.Angeles",1.48039405060846,0.0271366926876158
12000,88125,58750,"MI.Detroit",1.5,0.0348273662792053
8000,976800,677300,"CA.Los.Angeles",1.44219695851174,0.0186925745031387
12000,906500,1091600,"CA.Los.Angeles",0.830432392817882,0.0375511380196581
8000,639500,850700,"IL.Chicago",0.751733866227812,0.0281061187117538
6000,217100,314550,"MI.Detroit",0.690192338261008,0.00321879676416824
14000,324500,280500,"IL.Chicago",1.15686274509804,0.052868276016302
4000,766800,636400,"CA.Los.Angeles",1.2049025769956,0.0486909534237924
12000,912100,733300,"CA.Los.Angeles",1.24382926496659,0.0604071505317383
10000,789100,873500,"IL.Chicago",0.903377218088151,0.0506779467517664
10000,805400,589000,"CA.Los.Angeles",1.36740237691002,0.0133893070126534
10000,238200,158800,"IL.Chicago",1.5,0.0398893543248462
4000,487500,658550,"MI.Detroit",0.740262698352441,0.0178302633837634
12000,693200,659500,"IL.Chicago",1.0510993176649,0.0504024668800274
6000,302300,471250,"MI.Detroit",0.641485411140584,0.0131047770257382
10000,178400,330500,"IL.Chicago",0.539788199697428,0.0200311611256613
12000,782900,662600,"CA.Los.Angeles",1.1815575007546,0.0383972707680267
10000,530550,353700,"CA.Los.Angeles",1.5,0.0218818546738476
4000,188700,125800,"CA.Los.Angeles",1.5,0.0415597972401883
10000,359900,307700,"IL.Chicago",1.16964575885603,0.0457676707021902
8000,173400,276350,"MI.Detroit",0.627465170978831,0.024841206140128
8000,1049000,786500,"CA.Los.Angeles",1.33375715193897,0.0344412045827898
8000,166100,259150,"MI.Detroit",0.640941539648852,0.0138746849809767
10000,158500,269050,"MI.Detroit",0.589109830886452,0.00813908085084311
16000,249900,166600,"CA.Los.Angeles",1.5,0.0542533206695225
6000,238950,159300,"IL.Chicago",1.5,0.0427071792333321
14000,283200,280650,"MI.Detroit",1.00908605024051,0.028719299562367
6000,870900,638300,"CA.Los.Angeles",1.36440545198183,0.0660337549951242
8000,127900,167650,"MI.Detroit",0.762898896510588,0.00724873747049572
12000,987800,874500,"CA.Los.Angeles",1.12955974842767,0.0357097999637642
8000,662300,738300,"IL.Chicago",0.897060815386699,0.0401351396470152
14000,999100,711300,"CA.Los.Angeles",1.40461127513004,0.013724930367528
10000,438000,697000,"IL.Chicago",0.628407460545194,0.03699088551231
6000,183600,231750,"MI.Detroit",0.792233009708738,0.00709492964905153
8000,569700,689400,"IL.Chicago",0.826370757180157,0.0216420293132093
12000,600400,453800,"IL.Chicago",1.32304980167475,0.01348598233527
18000,327300,218200,"CA.Los.Angeles",1.5,0.046356868132716
8000,591900,917200,"IL.Chicago",0.645333624073266,0.015238121961886
8000,393800,442900,"IL.Chicago",0.889139760668322,0.0454919236135501
18000,624800,492750,"MI.Detroit",1.26798579401319,0.00260153719944618
10000,766600,525600,"CA.Los.Angeles",1.45852359208524,0.01314444997368
16000,557800,596700,"IL.Chicago",0.9348081112787,0.04783574172294
18000,109700,116400,"IL.Chicago",0.942439862542955,0.0195251977361752
10000,487500,325000,"IL.Chicago",1.5,0.0681899198860847
10000,489200,600700,"IL.Chicago",0.81438321957716,0.0144057392893803
8000,677900,823800,"IL.Chicago",0.822893906287934,0.0177044850151277
12000,619950,413300,"IL.Chicago",1.5,0.0611274904101319
6000,129450,86300,"IL.Chicago",1.5,0.0755349097391093
10000,382900,349650,"MI.Detroit",1.0950950950951,0.0499539807607589
6000,392300,484600,"IL.Chicago",0.809533635988444,0.0479385920950746
16000,459700,431000,"IL.Chicago",1.06658932714617,0.0389655205847122
10000,562700,481200,"IL.Chicago",1.16936824605154,0.0473245985373789
10000,54400,101700,"IL.Chicago",0.534906588003933,0.0310299888936611
10000,312200,343450,"MI.Detroit",0.90901150094628,0.0294089332982816
8000,572700,898800,"IL.Chicago",0.637182910547397,0.0287819666287777
8000,467700,657650,"MI.Detroit",0.711168554702349,0.0323401946077952
12000,732000,508000,"CA.Los.Angeles",1.44094488188976,0.0134266825683422
22000,597700,956000,"IL.Chicago",0.62520920502092,0.0341475156459589
8000,610050,406700,"CA.Los.Angeles",1.5,0.0222365831199568
16000,375900,250600,"IL.Chicago",1.5,0.0543524029310726
8000,415000,500550,"MI.Detroit",0.829088003196484,0.0295342640196012
18000,124300,190300,"IL.Chicago",0.653179190751445,0.02591310328976
10000,386100,359000,"IL.Chicago",1.07548746518106,0.0576701696750294
10000,378400,648600,"IL.Chicago",0.58341042244835,0.0120218455316805
6000,359500,553700,"IL.Chicago",0.649268556980314,0.0260697511988429
10000,826650,551100,"CA.Los.Angeles",1.5,0.00167557740351185
8000,361400,544250,"MI.Detroit",0.664033073036288,0.0269113046828731
8000,133000,132600,"IL.Chicago",1.00301659125189,0.0558316185855837
16000,417800,328700,"IL.Chicago",1.27106784301795,0.0627558495752819
16000,453500,478750,"MI.Detroit",0.947258485639687,0.0234561446507634
4000,541300,553250,"MI.Detroit",0.978400361500226,0.0212567576284066
10000,467100,690900,"IL.Chicago",0.676074685193226,0.0223918755515351
12000,367200,406100,"IL.Chicago",0.904210785520808,0.0201214507698866
6000,1074900,899700,"CA.Los.Angeles",1.1947315771924,0.0221620250518093
2000,204200,173800,"IL.Chicago",1.17491369390104,0.0181482901203229
8000,267500,309650,"MI.Detroit",0.863878572581947,0.00343627571203876
8000,621500,1279250,"MI.Detroit",0.485831541919093,0.0122988905315074
4000,123700,228500,"IL.Chicago",0.541356673960613,0.0336839490839957
8000,389200,369400,"IL.Chicago",1.05360043313481,0.0248896879501273
8000,769500,662200,"CA.Los.Angeles",1.16203563877982,0.0171061304939137
12000,667500,445000,"CA.Los.Angeles",1.5,0.0729888751578983
8000,275300,307700,"IL.Chicago",0.894702632434189,0.0200330638488579
12000,386700,543450,"MI.Detroit",0.711565001380072,0.0233087830748558
10000,500800,566600,"IL.Chicago",0.883868690434169,0.03399428770735
2000,609800,479300,"CA.Los.Angeles",1.27227206342583,0.0378713825950351
8000,315500,505050,"MI.Detroit",0.624690624690625,0.00905305647226748
18000,966500,820600,"CA.Los.Angeles",1.177796734097,0.0570222596231274
8000,486600,524800,"IL.Chicago",0.927210365853659,0.0143382014120495
20000,489400,411950,"MI.Detroit",1.18800825342881,0.00430962812728137
10000,304900,238000,"IL.Chicago",1.28109243697479,0.0681798845858216
12000,415700,460000,"IL.Chicago",0.903695652173913,0.0432792696519287
10000,947400,969000,"CA.Los.Angeles",0.977708978328173,0.041698388819404
8000,598700,449300,"CA.Los.Angeles",1.33251724905408,0.028225726775745
4000,390200,613500,"IL.Chicago",0.636022819885901,0.0323353203994811
18000,362400,415400,"IL.Chicago",0.872412132883967,0.037451970229601
16000,459000,534000,"IL.Chicago",0.859550561797753,0.0168946269875623
14000,675900,719700,"IL.Chicago",0.9391413088787,0.0195824258045425
10000,171000,337300,"IL.Chicago",0.506967091609843,0.0256206460221826
8000,724700,537800,"CA.Los.Angeles",1.3475269616958,0.0183199213801026
10000,892100,828000,"CA.Los.Angeles",1.0774154589372,0.0460146412277366
4000,947100,801600,"CA.Los.Angeles",1.1815119760479,0.0448372465697029
6000,1061250,707500,"CA.Los.Angeles",1.5,0.0666369232116267
6000,906300,770400,"CA.Los.Angeles",1.17640186915888,0.0372236687265702
4000,249100,270500,"IL.Chicago",0.920887245841035,0.0221192438294778
6000,634200,878600,"IL.Chicago",0.721830184384248,0.0376291513251326
12000,298700,216700,"IL.Chicago",1.37840332256576,0.0192469082867098
16000,195400,290350,"MI.Detroit",0.672980885138626,0.0194929216923511
4000,335000,395850,"MI.Detroit",0.846280156624984,0.0154210115601522
10000,871700,652700,"CA.Los.Angeles",1.335529339666,0.00598021368467404
12000,824700,710700,"CA.Los.Angeles",1.16040523427607,0.0221705228033283
18000,573800,401100,"IL.Chicago",1.43056594365495,0.0239369051764016
12000,413200,619700,"IL.Chicago",0.666774245602711,0.0365248485016886
6000,466100,467050,"MI.Detroit",0.997965956535703,0.00924174321948275
14000,645900,430600,"CA.Los.Angeles",1.5,0.0291966401331592
6000,783400,750900,"CA.Los.Angeles",1.04328139565854,0.0184373721765912
12000,754350,502900,"CA.Los.Angeles",1.5,0.0484380755864549
14000,632100,492100,"IL.Chicago",1.28449502133713,0.0686813299497736
12000,688400,804500,"IL.Chicago",0.855686761963953,0.0445565992815003
18000,441400,513600,"IL.Chicago",0.859423676012461,0.0383418097496479
8000,452200,431300,"IL.Chicago",1.04845814977974,0.0166162226905808
10000,415900,377900,"IL.Chicago",1.10055570256682,0.0453019210540486
2000,806900,571600,"CA.Los.Angeles",1.41165150454864,0.0300368058344552
10000,742950,495300,"CA.Los.Angeles",1.5,0.000614972307812422
10000,351800,338900,"IL.Chicago",1.03806432575981,0.0343868941021138
8000,799900,547600,"CA.Los.Angeles",1.46073776479182,0.0613305540596117
4000,605250,403500,"CA.Los.Angeles",1.5,0.0247300822113175
6000,637650,425100,"CA.Los.Angeles",1.5,0.0547850691829808
10000,472100,565400,"IL.Chicago",0.834984082065794,0.0360572750020133
8000,928700,767000,"CA.Los.Angeles",1.21082138200782,0.0263652981054405
4000,341550,227700,"IL.Chicago",1.5,0.0732501026552774
18000,697800,808950,"MI.Detroit",0.862599666234007,0.0308855061860016
8000,514600,377800,"IL.Chicago",1.36209634727369,0.0422257667600602
12000,318300,402950,"MI.Detroit",0.789924308226827,0.00353399178761823
6000,669700,514550,"MI.Detroit",1.30152560489748,0.0463682817817281
12000,636800,566100,"IL.Chicago",1.12488959547783,0.0457556846629427
10000,215600,289100,"IL.Chicago",0.745762711864407,0.0433837437517955
14000,381000,339200,"IL.Chicago",1.12323113207547,0.047637456280785
16000,329900,621650,"MI.Detroit",0.530684468752514,0.0213653663759486
8000,516300,727100,"IL.Chicago",0.710081144271764,0.0186180048385138
6000,644700,939200,"IL.Chicago",0.686435264054514,0.0161847151933906
18000,725500,985300,"IL.Chicago",0.736323962245002,0.0195395984266805
18000,220000,468850,"MI.Detroit",0.469233230244215,0.00579943009701361
2000,273825,182550,"MI.Detroit",1.5,0.004277242772514
10000,736900,513500,"CA.Los.Angeles",1.4350535540409,0.0482798400948263
12000,982700,928800,"CA.Los.Angeles",1.05803186907838,0.0419644365252061
14000,823800,564400,"CA.Los.Angeles",1.45960311835578,0.0285763037908812
6000,510900,340600,"CA.Los.Angeles",1.5,0.0427010851388331
4000,334500,449500,"IL.Chicago",0.744160177975528,0.0224005388705666
10000,849600,626000,"CA.Los.Angeles",1.35718849840256,0.0631462369106722
10000,611900,782200,"IL.Chicago",0.78228074661212,0.0302306830630818
8000,690100,769500,"IL.Chicago",0.896816114359974,0.0269307535474067
0,448300,340600,"IL.Chicago",1.31620669406929,0.0431134863610313
10000,403800,657050,"MI.Detroit",0.614565101590442,0.0170116741363446
12000,427400,386500,"IL.Chicago",1.10582147477361,0.0299202104305865
14000,292800,195200,"IL.Chicago",1.5,0.0745027388847004
14000,202275,134850,"MI.Detroit",1.5,0.00989216981688514
18000,469300,460550,"MI.Detroit",1.01899902290739,0.0486104240678181
14000,254200,383550,"MI.Detroit",0.662755833659236,0.0287302854435154
2000,326900,314000,"IL.Chicago",1.04108280254777,0.0494014931245121
18000,297600,218600,"IL.Chicago",1.36139066788655,0.0505013867049172
18000,567300,837450,"MI.Detroit",0.677413576929966,0.0134126630455913
10000,480500,837300,"IL.Chicago",0.573868386480354,0.0112490578677962
10000,486675,324450,"MI.Detroit",1.5,0.0502753726090305
8000,433100,581100,"IL.Chicago",0.745310617793839,0.0258536101117142
6000,157200,191100,"IL.Chicago",0.822605965463108,0.0274395448921192
6000,478600,383500,"IL.Chicago",1.24797913950456,0.0446495927588261
6000,318800,282800,"IL.Chicago",1.12729844413013,0.0407308121875485
12000,447000,353500,"IL.Chicago",1.26449787835926,0.0620411687666562
8000,463200,405600,"IL.Chicago",1.14201183431953,0.0340989666623016
12000,263800,221750,"MI.Detroit",1.18962795941375,0.0368156172830838
10000,450300,300200,"CA.Los.Angeles",1.5,0.0652926907700021
6000,560400,373600,"CA.Los.Angeles",1.5,0.0580583876813762
26000,300300,323300,"IL.Chicago",0.928858645221157,0.0428207900150542
8000,749400,499600,"CA.Los.Angeles",1.5,0.0318079724733252
14000,814000,576100,"CA.Los.Angeles",1.41294914077417,0.0507231319606168
10000,374400,427300,"IL.Chicago",0.8761993915282,0.0253293695941948
8000,575550,383700,"CA.Los.Angeles",1.5,0.00671052824473008
4000,431900,443950,"MI.Detroit",0.972857303750422,0.0198730009081473
12000,748950,499300,"IL.Chicago",1.5,0.00964843938887551
12000,443200,370000,"IL.Chicago",1.19783783783784,0.0208492046441199
12000,490700,736500,"IL.Chicago",0.666259334691107,0.0192960138380453
14000,441200,624600,"IL.Chicago",0.706372078130003,0.02541713759426
6000,545800,406950,"MI.Detroit",1.34119670721219,0.0304996586566198
20000,706100,669800,"IL.Chicago",1.05419528217378,0.0398892649899385
8000,622800,675000,"IL.Chicago",0.922666666666667,0.0220995642727093
8000,333300,281700,"IL.Chicago",1.18317358892439,0.0333382851967302
14000,178200,255350,"MI.Detroit",0.697865674564323,0.0264263570551591
16000,334400,477550,"MI.Detroit",0.700240812480369,0.0142959155221486
14000,372200,593850,"MI.Detroit",0.626757598720216,0.0119903309294068
8000,314000,383050,"MI.Detroit",0.819736326850281,0.0136487940544545
4000,188000,397650,"MI.Detroit",0.472777568213253,0.000940510699839078
20000,240100,172700,"IL.Chicago",1.39027214823393,0.0604590260995415
6000,653100,435400,"CA.Los.Angeles",1.5,0.032377015426755
16000,220500,147000,"IL.Chicago",1.5,0.0231617895265481
16000,521100,500300,"IL.Chicago",1.04157505496702,0.0110583096716077
10000,442300,429000,"IL.Chicago",1.03100233100233,0.0307807653037858
10000,394700,431100,"IL.Chicago",0.91556483414521,0.0256666917194478
8000,455550,303700,"IL.Chicago",1.5,0.066362614948416
20000,656600,892900,"IL.Chicago",0.735356702878262,0.016580374763898
6000,747600,498400,"CA.Los.Angeles",1.5,0.0609860365279019
8000,419000,398950,"MI.Detroit",1.05025692442662,0.00532403503540427
12000,402500,436100,"IL.Chicago",0.922953451043339,0.0491760422499467
8000,526000,611500,"IL.Chicago",0.860179885527392,0.0340231393560431
10000,447500,454900,"IL.Chicago",0.983732688502968,0.0268418743476274
12000,139700,138850,"MI.Detroit",1.00612171407994,0.0384719154381971
6000,428200,443200,"IL.Chicago",0.96615523465704,0.03141059218587
14000,1049700,1018900,"CA.Los.Angeles",1.03022867798606,0.0506891816097954
8000,164500,255950,"MI.Detroit",0.642703653057238,0.00518690341498472
10000,922400,698000,"CA.Los.Angeles",1.3214899713467,0.0107774818492626
6000,349950,233300,"IL.Chicago",1.5,0.0162110796466187
2000,551700,555900,"IL.Chicago",0.992444684295737,0.017040651416213
4000,721100,519200,"CA.Los.Angeles",1.38886748844376,0.0105366265018477
8000,1000300,839000,"CA.Los.Angeles",1.192252681764,0.0309509010476152
14000,534700,763100,"IL.Chicago",0.700694535447517,0.0317741442098512
10000,415900,528700,"IL.Chicago",0.786646491393985,0.0247138696401031
8000,765300,510200,"CA.Los.Angeles",1.5,0.0483419729629532
4000,958300,747200,"CA.Los.Angeles",1.28252141327623,0.0418089839533621
8000,568700,765500,"IL.Chicago",0.742913128674069,0.0425331091608874
12000,622300,605500,"IL.Chicago",1.02774566473988,0.0378231091244059
8000,630000,421600,"CA.Los.Angeles",1.49430740037951,0.0680251279114096
6000,426400,501600,"IL.Chicago",0.850079744816587,0.0220346477927784
10000,288800,323300,"IL.Chicago",0.893287967831735,0.0325854315255138
8000,496800,868850,"MI.Detroit",0.57179029751971,0.0224567218167807
10000,554500,500200,"IL.Chicago",1.10855657736905,0.0406787786516449
10000,319800,297450,"MI.Detroit",1.07513867876954,0.0133432482650332
26000,634700,520200,"CA.Los.Angeles",1.2201076509035,0.0278505993237111
18000,420800,467500,"IL.Chicago",0.900106951871658,0.0405832885206189
18000,455000,353950,"MI.Detroit",1.28549230117248,0.0269004206317116
8000,751300,579100,"CA.Los.Angeles",1.29735796926265,0.0559862959710953
0,538300,650750,"MI.Detroit",0.827199385324625,0.0364147625836074
12000,468300,691600,"IL.Chicago",0.677125506072874,0.0120726443687243
8000,578300,683450,"MI.Detroit",0.846148218596825,0.0309695250497226
6000,321900,548450,"MI.Detroit",0.586926793691312,0.0165522310250371
6000,491300,424300,"IL.Chicago",1.1579071411737,0.0621528212103693
14000,569900,929700,"IL.Chicago",0.612993438743681,0.017378018675235
12000,359700,399550,"MI.Detroit",0.900262795645101,0.0319438544783052
12000,156500,108300,"IL.Chicago",1.44506001846722,0.0267871703778611
20000,466100,549600,"IL.Chicago",0.848071324599709,0.0287191481688139
6000,266900,419950,"MI.Detroit",0.635551851410882,0.0190785490623503
16000,1066600,938800,"CA.Los.Angeles",1.13613123135918,0.00191377065300526
8000,884000,1085800,"CA.Los.Angeles",0.814146251611715,0.00181114978987609
12000,225900,209800,"IL.Chicago",1.0767397521449,0.0313927002355801
10000,293000,292100,"IL.Chicago",1.00308113659706,0.00911173845925937
10000,528000,500800,"IL.Chicago",1.05431309904153,0.0502045147724859
10000,382800,568250,"MI.Detroit",0.673647162340519,0.0125592376397217
10000,264200,297100,"IL.Chicago",0.889262874453046,0.0205118728894019
16000,338000,313300,"IL.Chicago",1.07883817427386,0.0428755216220049
8000,192500,243750,"MI.Detroit",0.78974358974359,0.0327952711054912
8000,1030300,784200,"CA.Los.Angeles",1.31382300433563,0.0294316335528795
18000,487300,732800,"IL.Chicago",0.664983624454148,0.0362380153195072
10000,388500,542700,"IL.Chicago",0.715865118850193,0.0372341470163195
12000,519500,405200,"IL.Chicago",1.28208292201382,0.0371521486380954
14000,330900,220600,"IL.Chicago",1.5,0.0257884728103573
16000,524400,349600,"CA.Los.Angeles",1.5,0.00527269435697235
6000,668400,730200,"IL.Chicago",0.915365653245686,0.0365138043656062
2000,441300,695250,"MI.Detroit",0.634735706580367,0.00993503729937379
14000,481100,549800,"IL.Chicago",0.875045471080393,0.0129543924874744
8000,542500,619200,"IL.Chicago",0.876130490956072,0.0492163921918947
12000,592600,611750,"MI.Detroit",0.968696362893339,0.0106409546617391
10000,437100,291400,"CA.Los.Angeles",1.5,0.0485223111638334
12000,408600,544650,"MI.Detroit",0.750206554668135,0.0140368052442022
16000,484400,430000,"IL.Chicago",1.12651162790698,0.0215656591956892
2000,674400,449600,"CA.Los.Angeles",1.5,0.0558725971961394
4000,193700,206000,"IL.Chicago",0.940291262135922,0.0349111770875327
6000,483450,322300,"CA.Los.Angeles",1.5,0.0446855257556308
12000,587500,921350,"MI.Detroit",0.637651272589135,0.0192430475038732
2000,480600,320400,"CA.Los.Angeles",1.5,0.0252261302783154
14000,911600,708200,"CA.Los.Angeles",1.28720700367128,0.00323709379549569
16000,554700,391000,"IL.Chicago",1.41867007672634,0.0117963547340875
8000,859400,617100,"CA.Los.Angeles",1.39264300761627,0.0683808328552596
22000,229700,322050,"MI.Detroit",0.713243285204161,0.00296619457681154
12000,706050,470700,"CA.Los.Angeles",1.5,0.0618690431176219
18000,489750,326500,"CA.Los.Angeles",1.5,0.0125320690101944
8000,915500,961900,"CA.Los.Angeles",0.951762137436324,0.042612986976001
10000,301700,235800,"IL.Chicago",1.27947413061917,0.0383972466347686
8000,800800,727200,"CA.Los.Angeles",1.1012101210121,0.0443062787831093
10000,471200,861850,"MI.Detroit",0.546730869640889,0.00957392311169846
16000,726100,547300,"CA.Los.Angeles",1.32669468298922,0.0362429795460231
8000,656400,466900,"CA.Los.Angeles",1.40586849432427,0.060119220157429
14000,400100,471900,"IL.Chicago",0.847849120576393,0.0460987484793538
0,612000,507900,"CA.Los.Angeles",1.20496160661548,0.00715184577108662
12000,472500,315000,"IL.Chicago",1.5,0.0484135661681087
8000,645150,430100,"IL.Chicago",1.5,0.0166982214085414
16000,673400,459700,"CA.Los.Angeles",1.46486839242985,0.00597374659462749
6000,380600,559850,"MI.Detroit",0.679824953112441,0.0177184554528652
14000,550600,522150,"MI.Detroit",1.05448625873791,0.0401328808403687
10000,356700,530650,"MI.Detroit",0.672194478469801,0.0105661246269573
6000,337200,254800,"IL.Chicago",1.32339089481947,0.0198467357921214
8000,537700,426200,"IL.Chicago",1.261614265603,0.0246255642243122
10000,934400,923700,"IL.Chicago",1.01158384756956,0.0194157363757564
12000,552000,651200,"IL.Chicago",0.847665847665848,0.0292953460549317
16000,382650,255100,"CA.Los.Angeles",1.5,0.0634678685863037
8000,431000,547600,"IL.Chicago",0.787070854638422,0.0467938818680474
20000,603700,582100,"IL.Chicago",1.03710702628414,0.0262719713974279
12000,442800,561200,"IL.Chicago",0.789023521026372,0.0136561088442007
14000,763700,540400,"CA.Los.Angeles",1.41321243523316,0.0206279187921195
8000,94950,63300,"IL.Chicago",1.5,0.0133480994510086
12000,705000,570300,"CA.Los.Angeles",1.23619147816938,0.0033515090500541
2000,635100,607950,"MI.Detroit",1.0446582778189,0.0420590762357218
24000,505400,473400,"IL.Chicago",1.06759611322349,0.0372156058094581
10000,387400,383500,"IL.Chicago",1.01016949152542,0.0463536440530045
20000,767900,597100,"CA.Los.Angeles",1.28604923798359,0.0268796136595662
8000,431300,747950,"MI.Detroit",0.576642823718163,0.0118492326703369
10000,388650,259100,"IL.Chicago",1.5,0.0697457242724065
8000,147800,174400,"IL.Chicago",0.847477064220184,0.0368181397303249
14000,1092800,1197100,"CA.Los.Angeles",0.912872775875031,0.0157132610639307
14000,708900,472600,"CA.Los.Angeles",1.5,0.0116134593612514
12000,601600,897650,"MI.Detroit",0.670194396479697,0.0108710330734344
10000,664500,443000,"CA.Los.Angeles",1.5,0.0327387678204104
12000,162100,161650,"MI.Detroit",1.00278379214352,0.0296717403383832
14000,477000,355400,"IL.Chicago",1.34214969048959,0.0167691365678119
10000,503900,652550,"MI.Detroit",0.772201363880162,0.0290480964182482
12000,563400,937350,"MI.Detroit",0.601056168987038,0.0171679506558331
12000,375700,339100,"IL.Chicago",1.1079327631967,0.0619017752480359
2000,912450,608300,"CA.Los.Angeles",1.5,0.0659304787404835
8000,265200,176800,"CA.Los.Angeles",1.5,0.0040050522016827
10000,405000,270000,"CA.Los.Angeles",1.5,0.0607553482521325
12000,679000,1006250,"MI.Detroit",0.674782608695652,0.0250358402843223
12000,360600,315600,"IL.Chicago",1.1425855513308,0.00772450546100733
14000,455900,617700,"IL.Chicago",0.738060547191193,0.0413118437332155
8000,482300,549500,"IL.Chicago",0.877707006369427,0.045243826694323
8000,391400,588650,"MI.Detroit",0.664911237577508,0.02325534375594
8000,353900,337450,"MI.Detroit",1.04874796266113,0.000933406736743401
12000,560700,956800,"IL.Chicago",0.586015886287625,0.027186956884592
18000,1133400,845000,"CA.Los.Angeles",1.34130177514793,0.00245734197789384
16000,942400,798600,"CA.Los.Angeles",1.18006511394941,0.0237085905442452
